ISO3,Year,FAOSTAT,HC_cat2,hotspot_pct,F.prod.tonne,F.exp.tonne,F.imp.tonne,Diet.supply.percent,Ag.area.km2,Pop.1000,GDP.pc
ITA,2011,106,HHC_H,59.67298052,88747271,6703600.789,22655371.79,145,138526,59589.076,36192.86638
ITA,2012,106,HHC_H,59.67298052,83207915,6464486.276,20875370.16,143,137290,59879.471,35019.47189
ITA,2013,106,HHC_H,59.67298052,83068049,5909782.817,22499466.82,140,136300,60166.83,33978.55177
ITA,2014,106,HHC_H,59.67298052,84317482,5767037.049,25211976.05,138,131620,60409.62,33666.69191
ITA,2015,106,HHC_H,59.67298052,85397302,6097657.412,23719198.41,138,129450,60578.494,33961.43619
ITA,2016,106,HHC_H,59.67298052,85133971,6580720.656,24279673.66,138,128120,60663.06,34459.20572
ITA,2017,106,HHC_H,59.67298052,82057684,6758837.084,24764643.08,139,128265.7,60673.701,35086.4783
ITA,2018,106,HHC_H,59.67298052,81661073,5729064.922,25436927.92,140,124050,60627.291,35484.27938
JAM,2000,109,HHC_UM,99.28203182,1354354,164307.68,534848.68,115,4790,2654.701,4658.568396
JAM,2001,109,HHC_UM,99.28203182,1414552,169613.6269,495089.6269,116,4790,2674.702,4685.905996
JAM,2002,109,HHC_UM,99.28203182,1418720,140348.113,675229.113,115,4740,2692.845,4747.306012
JAM,2003,109,HHC_UM,99.28203182,1462471,140797.1084,640840.1084,115,4740,2709.437,4891.214573
JAM,2004,109,HHC_UM,99.28203182,1433574,153265.6991,497841.6991,115,4720,2725.015,4927.627438
JAM,2005,109,HHC_UM,99.28203182,1336544,118897.3345,589779.3345,114,4670,2740.003,4944.484143
JAM,2006,109,HHC_UM,99.28203182,1458611,135882.3884,771334.3884,113,4670,2754.407,5061.206037
JAM,2007,109,HHC_UM,99.28203182,1454123,152235.6357,574185.6357,112,4640,2768.227,5108.060266
JAM,2008,109,HHC_UM,99.28203182,1366499,132780.9154,464881.9856,111,4490,2781.876,5041.753841
JAM,2009,109,HHC_UM,99.28203182,1374995,119561.9949,487218.9949,111,4490,2795.837,4798.576906
JAM,2010,109,HHC_UM,99.28203182,1160205,95422.89501,538221.895,111,4440,2810.46,4704.04776
JAM,2011,109,HHC_UM,99.28203182,1259594,100227.8007,626822.8007,110,4440,2825.929,4759.251907
JAM,2012,109,HHC_UM,99.28203182,1258327,65712.42602,499378.5647,110,4440,2842.132,4703.093025
JAM,2013,109,HHC_UM,99.28203182,1247882,69432.99107,573838.9911,111,4440,2858.712,4700.018675
JAM,2014,109,HHC_UM,99.28203182,1239219,75576.02032,505147.0203,111,4440,2875.139,4705.401813
JAM,2015,109,HHC_UM,99.28203182,1222499,70321.54194,453576.5419,112,4440,2891.021,4722.665689
JAM,2016,109,HHC_UM,99.28203182,1253770,41871.07328,502840.0733,112,4440,2906.236,4762.543425
JAM,2017,109,HHC_UM,99.28203182,1255211,44917.78053,581753.7805,114,4440,2920.848,4785.978786
JAM,2018,109,HHC_UM,99.28203182,1283055,46097.44356,587810.4436,114,4440,2934.847,4853.160005
JOR,2000,112,LHC_UM,10.7626112,1785593,160359.2431,1534603.243,117,10690,5122.493,2886.72425
JOR,2001,112,LHC_UM,10.7626112,1648159,131899.0239,1566762.024,120,10220,5217.336,2983.617531
JOR,2002,112,LHC_UM,10.7626112,2156731,154637.8319,1595020.832,123,10250,5317.506,3096.719337
JOR,2003,112,LHC_UM,10.7626112,2059496,168443.6248,1551133.625,125,10050,5434.03,3156.428081
JOR,2004,112,LHC_UM,10.7626112,2353029,156506.631,2025031.631,125,10370,5580.244,3337.061039
JOR,2005,112,LHC_UM,10.7626112,2546558,208414.6998,2011081.7,125,10130,5765.635,3492.870701
JOR,2006,112,LHC_UM,10.7626112,2514768,257655.2091,1558268.209,124,10180,5991.54,3633.192887
JOR,2007,112,LHC_UM,10.7626112,2427656,250798.1724,1797880.172,123,9633,6255.28,3764.537082
JOR,2008,112,LHC_UM,10.7626112,2506177,236285.7149,2298140.714,122,9725,6556.478,3851.362958
JOR,2009,112,LHC_UM,10.7626112,2587503,309152.636,1804915.636,121,10250,6893.26,3847.224668
JOR,2010,112,LHC_UM,10.7626112,2921743,321167.353,1473409.353,120,10023,7261.539,3736.645462
JOR,2011,112,LHC_UM,10.7626112,3078205,356984.3588,1501352.359,118,10026,7662.846,3637.873135
JOR,2012,112,LHC_UM,10.7626112,2898460,253969.6456,2559520.544,120,10449,8089.962,3529.524841
JOR,2013,112,LHC_UM,10.7626112,2984728,320250.6109,2299132.611,121,10566,8518.983,3439.25227
JOR,2014,112,LHC_UM,10.7626112,3146506,327019.8628,2883850.863,123,10640,8918.828,3396.24026
JOR,2015,112,LHC_UM,10.7626112,3464645,322694.6379,2456142.638,120,10563,9266.575,3350.394203
JOR,2016,112,LHC_UM,10.7626112,3674567,224810.5113,4072815.511,118,10659.6,9554.286,3314.303053
JOR,2017,112,LHC_UM,10.7626112,3132778,235717.5682,3014448.568,117,10070,9785.843,3303.416034
JOR,2018,112,LHC_UM,10.7626112,3223506,240184.8964,3128929.896,116,10218,9965.318,3306.659715
JPN,2000,110,HHC_H,99.003397,63204228,44930.06432,41194088.06,117,52580,127524.174,42169.73328
JPN,2001,110,HHC_H,99.003397,61869639,41955.87065,40337540.87,116,47930,127713.828,42239.18493
JPN,2002,110,HHC_H,99.003397,61603316,50702.30896,40480019.31,115,47630,127893.078,42190.80487
JPN,2003,110,HHC_H,99.003397,59265524,73062.15156,40588672.15,115,47360,128058.372,42744.01129
JPN,2004,110,HHC_H,99.003397,59914298,27746.26815,39551136.27,114,47140,128204.195,43671.67997
JPN,2005,110,HHC_H,99.003397,60012671,46819.49937,39514761.5,114,46920,128326.116,44393.62638
JPN,2006,110,HHC_H,99.003397,58067515,55520.26271,38955921.26,113,46710,128422.734,44995.49449
JPN,2007,110,HHC_H,99.003397,59101046,76263.45353,38343431.45,112,46500,128494.057,45687.27381
JPN,2008,110,HHC_H,99.003397,58782606,44770.49778,37905494.49,110,46280,128538.646,45165.78792
JPN,2009,110,HHC_H,99.003397,56879014,39994.98799,36550181.99,110,46090,128555.189,42724.76037
JPN,2010,110,HHC_H,99.003397,54433465,43886.37515,37701005.38,111,45930,128542.353,44507.67639
JPN,2011,110,HHC_H,99.003397,54902863,52040.76699,37070104.77,112,45610,128498.965,44538.72619
JPN,2012,110,HHC_H,99.003397,55783686,49496.34911,36411384.29,112,45490,128423.571,45276.87434
JPN,2013,110,HHC_H,99.003397,55096125,62154.36067,36331555.36,112,45380,128314.195,46249.20959
JPN,2014,110,HHC_H,99.003397,55256063,54531.33907,35432670.34,112,45180,128168.639,46484.15527
JPN,2015,110,HHC_H,99.003397,55240607,62007.17926,35174713.18,112,44960,127985.133,47102.58088
JPN,2016,110,HHC_H,99.003397,54032225,73807.16405,35433171.16,112,44710,127763.265,47403.04691
JPN,2017,110,HHC_H,99.003397,54758884,95615.54303,35044317.54,112,44440,127502.725,48510.60941
JPN,2018,110,HHC_H,99.003397,53804613,90219.08168,36528717.08,113,44200,127202.192,48766.13366
KAZ,2000,108,LHC_UM,4.988750765,21137909,5927859.593,418383.5934,116,2153933,14922.719,4491.591823
KAZ,2001,108,LHC_UM,4.988750765,26711256,3074202.095,574397.0949,118,2144856,14910.205,5106.634167
KAZ,2002,108,LHC_UM,4.988750765,27481954,3441274.448,569977.4483,119,2134689,14976.188,5606.852997
KAZ,2003,108,LHC_UM,4.988750765,27012971,5244316.055,714565.0552,121,2130014,15100.041,6107.70885
KAZ,2004,108,LHC_UM,4.988750765,25229883,3239913.417,845855.4167,122,2126705,15250.015,6647.692572
KAZ,2005,108,LHC_UM,4.988750765,27496118,2099995.415,1065110.415,125,2122860,15402.807,7227.982949
KAZ,2006,108,LHC_UM,4.988750765,30162424,3902612.186,1060572.186,127,2118765,15551.268,7917.194825
KAZ,2007,108,LHC_UM,4.988750765,34121985,5751640.96,1124209.96,128,2114356,15702.104,8523.766205
KAZ,2008,108,LHC_UM,4.988750765,29434439,5467378.962,1285764.891,128,2108514,15862.123,8641.670034
KAZ,2009,108,LHC_UM,4.988750765,35702751,3740561.034,1305889.034,129,2107833,16043.007,8573.708294
KAZ,2010,108,LHC_UM,4.988750765,27409815,3279382.463,2642780.463,130,2171618,16252.279,9070.488253
KAZ,2011,108,LHC_UM,4.988750765,43236072,3882118.835,1657017.835,131,2169885,16490.67,9603.244075
KAZ,2012,108,LHC_UM,4.988750765,29307893,6538285.955,1328519.176,132,2170121,16751.525,9923.421617
KAZ,2013,108,LHC_UM,4.988750765,35722678,4821632.274,1863042.274,135,2169941,17026.117,10368.49869
KAZ,2014,108,LHC_UM,4.988750765,35525842,4638385.853,1748956.853,135,2167994,17302.615,10646.03446
KAZ,2015,108,LHC_UM,4.988750765,37301322,4561230.099,1683150.099,134,2162597,17572.016,10617.47466
KAZ,2016,108,LHC_UM,4.988750765,40656767,5341297.045,1486738.045,132,2162421,17830.901,10582.70087
KAZ,2017,108,LHC_UM,4.988750765,41966739,5452196.656,1501491.656,132,2162138,18080.019,10867.73874
KAZ,2018,108,LHC_UM,4.988750765,43103796,8822173.314,1538601.314,134,2160365,18319.618,11165.57307
KEN,2000,114,LHC_L,31.11368328,12518937,381946.6302,1156878.63,94,266710,31964.557,819.6154251
KEN,2001,114,LHC_L,31.11368328,14524026,386163.7849,1292961.785,93,268390,32848.564,827.7051039
KEN,2002,114,LHC_L,31.11368328,14540876,566053.4079,929823.4079,92,268180,33751.739,809.9614599
KEN,2003,114,LHC_L,31.11368328,14996396,464726.4828,987018.4828,94,268740,34678.779,811.4265116
KEN,2004,114,LHC_L,31.11368328,15265020,426067.9867,893132.9867,96,269920,35635.271,829.9529681
KEN,2005,114,LHC_L,31.11368328,18206355,445055.8473,1067814.847,97,270020,36624.895,855.2249933
KEN,2006,114,LHC_L,31.11368328,19154537,429841.8039,1257419.804,96,270540,37649.033,885.8094913
KEN,2007,114,LHC_L,31.11368328,18615842,471151.1983,1285660.198,96,270700,38705.932,920.649169
KEN,2008,114,LHC_L,31.11368328,19178685,570677.6741,1325909.619,98,270850,39791.981,897.6018629
KEN,2009,114,LHC_L,31.11368328,19565458,507732.1696,2895497.17,98,272850,40901.792,902.1244135
KEN,2010,114,LHC_L,31.11368328,21234467,612750.9156,1717990.916,98,273200,42030.676,951.68778
KEN,2011,114,LHC_L,31.11368328,19975541,547515.8796,2416500.88,97,276300,43178.274,982.9805416
KEN,2012,114,LHC_L,31.11368328,21835257,463622.7277,2109946.007,99,277300,44343.467,1000.827885
KEN,2013,114,LHC_L,31.11368328,21744456,683525.8165,1999805.816,100,276300,45519.981,1032.275127
KEN,2014,114,LHC_L,31.11368328,20853967,583751.7439,2424472.744,100,276300,46700.055,1060.093155
KEN,2015,114,LHC_L,31.11368328,21619831,563334.1221,2615386.122,98,276300,47878.336,1093.134102
KEN,2016,114,LHC_L,31.11368328,20500772,875120.3139,2560761.314,97,276300,49051.534,1129.716766
KEN,2017,114,LHC_L,31.11368328,20970504,619655.5405,5248044.541,98,276300,50221.142,1156.432827
KEN,2018,114,LHC_L,31.11368328,23190206,711923.4948,3853304.495,99,276300,51392.565,1201.476645
KGZ,2000,113,HHC_LM,98.03574198,5719674,155735.8758,254267.8758,106,107140,4920.712,654.3119853
KGZ,2001,113,HHC_LM,98.03574198,6047038,117663.7001,115811.7001,108,107760,4962.836,682.624042
KGZ,2002,113,HHC_LM,98.03574198,5924118,142280.4076,203026.4076,111,107760,4991.483,676.2697283
KGZ,2003,113,HHC_LM,98.03574198,6500082,135313.6764,140676.6764,114,108400,5013.53,716.2643309
KGZ,2004,113,HHC_LM,98.03574198,6570373,153305.7549,179911.7549,114,107700,5039.005,757.3741782
KGZ,2005,113,HHC_LM,98.03574198,5874783,118783.1352,283899.1352,113,107450,5075.347,747.5656155
KGZ,2006,113,HHC_LM,98.03574198,6068960,185005.1488,402882.1488,111,107311,5124.382,762.5201154
KGZ,2007,113,HHC_LM,98.03574198,6124172,197326.2615,562064.2615,112,107286,5184.392,819.8062955
KGZ,2008,113,HHC_LM,98.03574198,6118504,254217.5765,485732.5706,114,107272,5254.979,880.278819
KGZ,2009,113,HHC_LM,98.03574198,6523781,216102.0313,494271.0313,115,106173,5334.71,894.8179564
KGZ,2010,113,HHC_LM,98.03574198,6151714,353953.0026,550887.0026,115,106119,5422.293,880.0377751
KGZ,2011,113,HHC_LM,98.03574198,6204690,365555.3993,479458.3993,115,106085,5517.922,921.1770385
KGZ,2012,113,HHC_LM,98.03574198,6003356,318515.5421,623033.5278,116,105913,5621.576,905.1656681
KGZ,2013,113,HHC_LM,98.03574198,6548493,267196.3346,503544.3346,116,105567,5731.303,984.2390335
KGZ,2014,113,HHC_LM,98.03574198,6314615,221626.5436,617513.5436,116,105571,5844.532,1003.510404
KGZ,2015,113,HHC_LM,98.03574198,6963977,179062.6551,506312.6551,116,105562,5959.121,1021.160791
KGZ,2016,113,HHC_LM,98.03574198,7628017,99864.30596,413670.306,116,105411,6074.33,1043.951112
KGZ,2017,113,HHC_LM,98.03574198,7794010,116483.4431,515140.4431,117,105401,6189.733,1072.493694
KGZ,2018,113,HHC_LM,98.03574198,7997623,125703.729,426669.729,118,103708,6304.03,1090.867754
KHM,2000,115,HHC_L,99.9235293,5684425,7726.095228,137808.0952,101,47700,12155.239,428.4041309
KHM,2001,115,HHC_L,99.9235293,5766738,5970.275697,76323.2757,103,48900,12405.408,453.968908
KHM,2002,115,HHC_L,99.9235293,5480879,1101.940725,89698.94072,104,50000,12637.727,474.9413328
KHM,2003,115,HHC_L,99.9235293,6829912,10221.00615,75284.00615,105,51000,12856.163,506.5827026
KHM,2004,115,HHC_L,99.9235293,6367110,50860.29233,77184.29233,106,52300,13066.469,549.9695136
KHM,2005,115,HHC_L,99.9235293,8479188,53259.75347,123041.7535,107,53560,13273.354,613.1332832
KHM,2006,115,HHC_L,99.9235293,10452604,52457.8217,148561.8217,108,53550,13477.709,668.8766879
KHM,2007,115,HHC_L,99.9235293,11102494,106847.5282,129751.5282,108,53550,13679.962,726.2874604
KHM,2008,115,HHC_L,99.9235293,13181657,332952.8816,111405.8776,109,53550,13883.834,763.508443
KHM,2009,115,HHC_L,99.9235293,13821520,160821.7345,107385.7345,109,53550,14093.604,752.7964272
KHM,2010,115,HHC_L,99.9235293,15190825,314858.1434,64427.1434,110,54550,14312.212,785.5026671
KHM,2011,115,HHC_L,99.9235293,19521236,92102.51895,68036.51895,111,54550,14541.423,827.7771277
KHM,2012,115,HHC_L,99.9235293,20020430,104997.7739,68966.63605,113,54550,14780.454,873.9492833
KHM,2013,115,HHC_L,99.9235293,20155512,222529.7876,74356.78761,115,54550,15026.332,922.8903285
KHM,2014,115,HHC_L,99.9235293,20671776,189782.5383,95910.53831,116,54550,15274.503,972.7425373
KHM,2015,115,HHC_L,99.9235293,22442743,128801.968,106424.968,116,55660,15521.436,1025.383486
KHM,2016,115,HHC_L,99.9235293,24252894,178612.1603,115668.1603,118,55660,15766.292,1079.505957
KHM,2017,115,HHC_L,99.9235293,25946977,313012.9281,183470.9281,119,55660,16009.409,1135.844407
KHM,2018,115,HHC_L,99.9235293,27838880,384158.0298,250476.0298,120,55660,16249.792,1202.625082
KNA,2000,188,HHC_H,97.43640452,31891,17782.60398,3467.603986,110,95,44.074,14037.95424
KNA,2001,188,HHC_H,97.43640452,34633,19673.02744,3859.027443,109,93,44.599,14603.50052
KNA,2002,188,HHC_H,97.43640452,35832,22789.40032,3522.40032,108,81,45.165,14617.73553
KNA,2003,188,HHC_H,97.43640452,35961,25774.79962,3885.799619,106,81,45.746,13864.42296
KNA,2004,188,HHC_H,97.43640452,45162,10243.24802,53721.24802,105,80.3,46.324,14239.83017
KNA,2005,188,HHC_H,97.43640452,21382,8460.203191,5071.203191,105,50,46.857,15449.33875
KNA,2006,188,HHC_H,97.43640452,6808,627.1545414,7663.154541,107,50.1,47.339,15774.01831
KNA,2007,188,HHC_H,97.43640452,7527,881.7253242,8531.725324,109,50.9,47.778,15723.91972
KNA,2008,188,HHC_H,97.43640452,7881,530.1316276,8800.106295,109,51,48.185,16544.81749
KNA,2009,188,HHC_H,97.43640452,7893,218.3811473,8246.381147,109,55,48.599,15737.57943
KNA,2010,188,HHC_H,97.43640452,7753,45.41257625,16063.41258,109,57,49.016,15510.19915
KNA,2011,188,HHC_H,97.43640452,10890,341.017071,11552.01707,109,60,49.447,15656.11411
KNA,2012,188,HHC_H,97.43640452,10324,415.4661436,8914.0816,107,60,49.887,15172.57529
KNA,2013,188,HHC_H,97.43640452,10211,399.474347,7313.474347,105,60,50.331,15847.40602
KNA,2014,188,HHC_H,97.43640452,9564,311.4339293,6068.433929,106,60,50.774,16694.77417
KNA,2015,188,HHC_H,97.43640452,9939,1029.3615,8149.3615,109,60,51.203,16726.35927
KNA,2016,188,HHC_H,97.43640452,9874,672.1153688,12299.11537,109,60,51.625,17057.5298
KNA,2017,188,HHC_H,97.43640452,9945,520.620116,11761.62012,107,60,52.045,16589.38411
KNA,2018,188,HHC_H,97.43640452,10084,788.9182372,9360.918237,105,60,52.441,16943.63571
KOR,2000,117,NHC_H,0,31848231,63331.40296,18229313.4,123,19730,47379.241,15414.29157
KOR,2001,117,NHC_H,0,32489349,105238.3997,17864596.4,123,19450,47706.224,16038.7255
KOR,2002,117,NHC_H,0,30597738,107097.2872,19115492.29,123,19190,47999.547,17178.16999
KOR,2003,117,NHC_H,0,29757066,68239.58395,18946086.58,123,19020,48260.897,17627.2142
KOR,2004,117,NHC_H,0,31199331,75471.21248,17786527.21,123,18930,48493.441,18470.02175
KOR,2005,117,NHC_H,0,30343034,77824.36544,18238945.37,123,18810,48701.073,19225.01069
KOR,2006,117,NHC_H,0,30248710,69646.98873,17993302.99,125,18580,48880.451,20131.07154
KOR,2007,117,NHC_H,0,29688472,79554.18414,17674168.18,126,18400,49034.81,21191.24647
KOR,2008,117,NHC_H,0,30911585,86432.26535,17912826.25,128,18170,49182.456,21664.60642
KOR,2009,117,NHC_H,0,30854283,101539.1295,17072812.13,130,17950,49347.461,21724.24236
KOR,2010,117,NHC_H,0,28979019,87202.80015,19262982.8,132,17730,49545.636,23087.22564
KOR,2011,117,NHC_H,0,28904263,116149.3448,18663435.34,132,17561,49786.159,23754.77246
KOR,2012,117,NHC_H,0,28632955,99153.63075,20277545.23,133,17880,50060.639,24197.94137
KOR,2013,117,NHC_H,0,29453929,97927.22934,20091028.23,134,17687,50345.717,24850.3544
KOR,2014,117,NHC_H,0,31047432,178880.6662,20845759.67,136,17483,50607.907,25485.58401
KOR,2015,117,NHC_H,0,29476207,133691.0262,21163901.03,137,17360,50823.093,26063.70649
KOR,2016,117,NHC_H,0,28898321,155495.9471,21552440.95,138,17008,50983.457,26725.50172
KOR,2017,117,NHC_H,0,28834249,273233.5434,20902474.54,139,16767,51096.415,27492.57625
KOR,2018,117,NHC_H,0,29466806,196732.9004,21579493.9,141,16520,51171.706,28157.73445
KWT,2000,118,NHC_H,0,350150,2512.809101,1133864.809,135,1480,2045.123,36068.1398
KWT,2001,118,NHC_H,0,342056,2697.266981,1028657.267,138,1510,2103.282,35145.76779
KWT,2002,118,NHC_H,0,370275,3712.106009,903021.106,141,1510,2136.997,35633.9063
KWT,2003,118,NHC_H,0,429454,3946.92687,958474.9269,144,1510,2161.626,41331.38052
KWT,2004,118,NHC_H,0,429169,4843.643998,979861.644,147,1500,2200.492,44758.94769
KWT,2005,118,NHC_H,0,479734,4589.989559,1299972.99,149,1500,2270.198,47987.50099
KWT,2006,118,NHC_H,0,510868,3115.567064,1392597.567,148,1500,2373.672,49344.7481
KWT,2007,118,NHC_H,0,553216,3485.764376,1388477.764,146,1510,2504.019,49578.35859
KWT,2008,118,NHC_H,0,536619,1472.54966,1474511.55,143,1510,2656.009,47900.42416
KWT,2009,118,NHC_H,0,572622,3259.031846,1578846.032,141,1515,2821.045,41907.07018
KWT,2010,118,NHC_H,0,604003,7339.167085,1281527.167,139,1520,2991.884,38577.49828
KWT,2011,118,NHC_H,0,727005,12075.5997,1373533.6,137,1525,3168.06,39940.11763
KWT,2012,118,NHC_H,0,691147,9595.80387,1393189.804,137,1520,3348.853,40287.31625
KWT,2013,118,NHC_H,0,804665,46197.93674,2372933.937,139,1536,3526.376,38698.82865
KWT,2014,118,NHC_H,0,750870,53820.1326,2406248.133,140,1521,3690.941,37158.66987
KWT,2015,118,NHC_H,0,707840,79800.75439,2043057.754,139,1494,3835.591,35969.37744
KWT,2016,118,NHC_H,0,702958,52992.78683,2205468.787,139,1500,3956.875,35887.11179
KWT,2017,118,NHC_H,0,773031,49682.2142,2474210.214,140,1514,4056.099,33359.40311
KWT,2018,118,NHC_H,0,786302,81201.58376,2270679.584,140,1500,4137.312,33112.12747
LAO,2000,120,HHC_LM,100,3615692,18332.91484,9823.91484,96,18060,5323.7,672.8752619
LAO,2001,120,HHC_LM,100,3660400,15470.80091,11104.80091,97,18410,5409.582,700.2780717
LAO,2002,120,HHC_LM,100,4153517,16265.89971,28407.89971,98,18760,5493.246,730.4291383
LAO,2003,120,HHC_LM,100,4021219,135392.0927,34029.0927,99,19110,5576.64,763.1587752
LAO,2004,120,HHC_LM,100,4272980,53076.04755,18773.04755,100,19460,5662.208,799.4131754
LAO,2005,120,HHC_LM,100,4627420,84550.15536,19538.15536,101,19850,5751.676,842.91203
LAO,2006,120,HHC_LM,100,4846753,176263.7872,16782.78718,100,20250,5846.074,900.7806992
LAO,2007,120,HHC_LM,100,5323841,60158.24346,24389.24346,101,20630,5944.948,953.0917713
LAO,2008,120,HHC_LM,100,5781307,194899.5267,26170.52211,102,21040,6046.62,1010.388994
LAO,2009,120,HHC_LM,100,6577770,354713.0859,30721.08593,103,21680,6148.623,1068.168858
LAO,2010,120,HHC_LM,100,7240095,368695.4831,64034.48307,103,22200,6249.165,1140.598657
LAO,2011,120,HHC_LM,100,8471200,356472.6763,89813.67632,105,22765,6347.567,1213.185266
LAO,2012,120,HHC_LM,100,9137273,385307.3498,125052.9762,108,22990,6444.53,1290.838349
LAO,2013,120,HHC_LM,100,9980257,375082.7855,84579.78554,112,23350,6541.304,1373.814858
LAO,2014,120,HHC_LM,100,11967875,281856.0209,104187.0209,116,24400,6639.756,1456.46612
LAO,2015,120,HHC_LM,100,14383877,436331.3799,108562.3799,117,24940,6741.164,1538.852082
LAO,2016,120,HHC_LM,100,14594055,455262.925,132008.925,118,24940,6845.846,1621.738085
LAO,2017,120,HHC_LM,100,13220500,341100.1566,119066.1566,119,24440,6953.035,1706.794215
LAO,2018,120,HHC_LM,100,13359579,381978.5386,108572.5386,119,23940,7061.507,1785.579074
LBN,2000,121,HHC_UM,98.89671855,3226278,180987.5546,984834.5546,118,5950,3842.778,5716.664802
LBN,2001,121,HHC_UM,98.89671855,2743139,215078.4338,956610.4338,117,5980,3991.001,5715.697671
LBN,2002,121,HHC_UM,98.89671855,2965180,231833.0277,1075241.028,115,6160,4182.205,5641.093672
LBN,2003,121,HHC_UM,98.89671855,2972322,282754.5652,1110865.565,113,6270,4388.375,5549.557027
LBN,2004,121,HHC_UM,98.89671855,3292043,488375.2695,1029429.269,112,6383,4569.378,5685.728298
LBN,2005,121,HHC_UM,98.89671855,3161393,259511.8686,985077.8686,113,6530,4698.763,5677.668628
LBN,2006,121,HHC_UM,98.89671855,3050631,238826.3567,779058.3567,114,6790,4759.753,5691.754974
LBN,2007,121,HHC_UM,98.89671855,3125760,251837.2053,1046952.205,115,6771,4767.344,6211.791275
LBN,2008,121,HHC_UM,98.89671855,3247381,319930.3502,1010071.346,114,6630,4764.741,6778.846462
LBN,2009,121,HHC_UM,98.89671855,2797584,190947.9782,1182897.978,113,6630,4813.026,7397.509861
LBN,2010,121,HHC_UM,98.89671855,2877715,249118.2001,1177158.2,111,6400,4953.061,7761.641489
LBN,2011,121,HHC_UM,98.89671855,2800733,231994.3955,1195910.395,108,6510,5202.026,7454.283426
LBN,2012,121,HHC_UM,98.89671855,2835742,251733.4737,1214362.443,112,6580,5537.612,7180.431546
LBN,2013,121,HHC_UM,98.89671855,3053874,388482.3751,1207505.375,117,6580,5913.022,6980.846919
LBN,2014,121,HHC_UM,98.89671855,3266338,316695.1356,1395193.136,123,6580,6261.044,6755.078423
LBN,2015,121,HHC_UM,98.89671855,3408584,265214.8122,1580584.812,122,6580,6532.678,6487.896102
LBN,2016,121,HHC_UM,98.89671855,4198673,250630.8629,1746488.863,121,6580,6714.281,6408.968815
LBN,2017,121,HHC_UM,98.89671855,3551581,254073.0382,1860839.038,120,6580,6819.373,6363.882328
LBN,2018,121,HHC_UM,98.89671855,3553877,213609.2694,1711468.269,119,6580,6859.408,6204.860857
LBR,2000,123,HHC_L,98.28898226,1104691,90080.72331,22525.72331,98,14093.6,2848.456,614.3143003
LBR,2001,123,HHC_L,98.28898226,1105947,88230.1749,18793.1749,97,14396.2,2953.927,609.6769727
LBR,2002,123,HHC_L,98.28898226,1078378,81207.9128,17282.9128,98,14698.8,3024.729,617.8116745
LBR,2003,123,HHC_L,98.28898226,1077645,71749.90402,25105.90402,99,15001.4,3077.058,424.2322765
LBR,2004,123,HHC_L,98.28898226,1098612,58014.64487,39907.64487,100,15304,3135.651,427.2107744
LBR,2005,123,HHC_L,98.28898226,1152288,69610.68894,47268.68894,101,15606.6,3218.116,438.2478394
LBR,2006,123,HHC_L,98.28898226,1163656,45409.53321,46051.53321,102,15909.2,3329.211,457.6992121
LBR,2007,123,HHC_L,98.28898226,1293973,60381.33412,53206.33412,104,16211.8,3461.911,482.1249527
LBR,2008,123,HHC_L,98.28898226,1315051,58697.95484,47126.87071,104,16514.4,3607.86,495.6786029
LBR,2009,123,HHC_L,98.28898226,1282139,47683.52251,66403.52251,102,16817,3754.133,501.6162693
LBR,2010,123,HHC_L,98.28898226,1296761,26724.00956,85586.00956,101,17119.6,3891.356,513.4455667
LBR,2011,123,HHC_L,98.28898226,1316053,29248.70372,101693.7037,100,17422.2,4017.443,538.1158332
LBR,2012,123,HHC_L,98.28898226,1368005,26775.74356,109438.6438,100,17724.8,4135.659,564.5204347
LBR,2013,123,HHC_L,98.28898226,1333366,38278.69898,102065.699,99,18027.4,4248.334,597.3809678
LBR,2014,123,HHC_L,98.28898226,1355528,18789.4184,89625.4184,100,18330,4359.506,586.2289574
LBR,2015,123,HHC_L,98.28898226,1428302,31969.56972,131134.5697,100,18632.6,4472.23,571.4532573
LBR,2016,123,HHC_L,98.28898226,1610290,50598.66014,175548.6601,100,18935.2,4586.787,548.2681436
LBR,2017,123,HHC_L,98.28898226,1359389,23662.23428,169194.2343,99,19237.8,4702.226,548.0110045
LBR,2018,123,HHC_L,98.28898226,1412370,22628.00425,142652.0043,97,19540.4,4818.973,541.2714365
LCA,2000,189,HHC_UM,96.95324101,117448,62317.53168,12674.53168,113,142,156.729,7846.692764
LCA,2001,189,HHC_UM,96.95324101,95156,34339.09023,15677.09023,112,139,158.179,7509.940492
LCA,2002,189,HHC_UM,96.95324101,110503,46725.15619,14344.15619,112,131,159.392,7484.062315
LCA,2003,189,HHC_UM,96.95324101,98300,35225.02374,19239.02374,111,124,160.53,7747.911272
LCA,2004,189,HHC_UM,96.95324101,93364,39798.93995,17861.93995,110,111,161.816,8244.679043
LCA,2005,189,HHC_UM,96.95324101,78246,29585.50033,19578.50033,109,109,163.417,8131.107883
LCA,2006,189,HHC_UM,96.95324101,88714,32709.92409,24051.92409,108,101,165.381,8531.991691
LCA,2007,189,HHC_UM,96.95324101,90522,32199.69046,17976.69046,106,99,167.639,8559.044898
LCA,2008,189,HHC_UM,96.95324101,99231,44796.26846,15045.9831,106,101,170.011,8857.597352
LCA,2009,189,HHC_UM,96.95324101,92801,37234.71568,13761.71568,106,106,172.221,8496.477804
